Name,Ratings,genres,overview,Year,Cast
Nazar,4.2,"Horror, Thriller","An evil Daayan, who worship the mother goddesses Kali and Durga. But as a devil, she was cursed by gods and captured into the human world.",2018– ,"Monalisa ,Niyati Fatnani ,Raghav Binani ,Harsh Rajput"
Mariam Khan - Reporting Live,,Drama,"The show has a Muslim background and tells the tale of the Nawabs of Bhopal from the eyes of an 8 year old dyslexic girl, Mariam, who wants to become a reporter when she grows up just like her father.",,"Mahima Makwana ,Anju Mahendru ,Param Singh ,Rajesh Singh"
Kalash,8.0,Drama,"Two sisters: Rano and Bulbul, who love each other a lot. Bulbul, the elder of the two, is beautiful but a selfish girl; whereas Rano is caring and loving. The tables are turned when they start liking the same person, Ram.",2001–2003,"Dolly Sohi ,Trupti Toradmal ,Amar Upadhyay ,Aman Verma"
Kasautii Zindagii Kay,3.6,"Drama, Romance","A re-imagination of Anurag and Prerna's soul-stirring romance. Made for each other, will these star-crossed lovers unite against the odds of betrayal, revenge and retribution?",2018–2020,"Erica Fernandes ,Parth Samthaan ,Shubhaavi Choksey ,Uday Tikekar"
Mohi,0.0,Drama,"Life takes a Sharp turn for tribal girl and aspiring doctor,Mohi,When she comes to the big city.",2015–2016,"Vinita Joshi ,Karan Sharma ,Rishima Roshlani ,Nakul Tiwadi"
Dance Plus,7.6,Reality-TV,"Discover solo, couple and group performances starting a movement in revolutionary styles. Transforming dance culture, to find the next big dance trend.",2015– ,"Remo D'Souza ,Raghav Juyal ,Dharmesh Yelande ,Punit Pathak"
Hamari Devrani,6.8,Drama,"A family drama about the Nanavati Parivaar, based in Ahmedabad. It strongly establishes the sweet yet, at times, sour relationship between the five elder bahu's of the family and their youngest devrani.",2008–2012,"Alam Khan ,Krishna Gokani ,Maadhav Deochake ,Manas Shah"
Meri Awaz Ko Mil Gayi Roshni,0.0,"Drama, Musical, Romance","A story about Raj and Sudha's love, and Sudha's desire to become a singer to fulfill her late mother's dreams.",2007– ,"Manish Goel ,Ritu Chaudhary ,Ashima Bhalla ,Karan V. Grover"
Suhani Si Ek Ladki,7.1,Drama,"Average-looking Suhani faces an uphill task of winning her rich and mighty husband, Yuvraaj's love, and be accepted in her marital home.",2014–2017,"Rajshri Rani Pandey ,Sahil Mehta ,Neha Yadav ,Srishti Jain"
Tamanna,7.0,"Drama, Sport","After her family refuses to support her aspiration of becoming a cricketer, Dharaa, now a mother, attempts to fulfill her dreams again.",2016,"Anuja Sathe ,Deepak Wadhwa ,Vishal Gandhi ,Kiran Karmarkar"
Musafir Hoon Yaaron,9.2,Documentary,Add a Plot,2001 TV Movie,"Ramandeep Arya ,Ramandep Arya,| ,    Stars:"
Teri Meri Love Stories,8.1,Romance,"A series of 16 heart-warming stories about complicated relationships revolving around love, heartbreaks, trust and betrayal.",2012,"Jennifer Winget ,Arjun Bijlani ,Karan Kundrra ,Gautam Rode"
Kaali: Ek Punar Avatar,0.0,Drama,"Inspired from a real life case, Kaali tells the story of a mother who fights for justice against a strongman who kills her son in well orchestrated plan to forbid him from marrying his daughter.",2012–2013,"Ashutosh Rana ,Nia Sharma ,Perin Malde ,Swati Kapoor"
Kyun Hota Hai Pyarrr,6.5,Romance,"A college-based series that essentially revolves around Niki, Adi and Ash - their lives and love.",2002–2003,"Riva Bubber ,Sonal Pendse ,Amit Sadh ,Kuljeet Randhawa"
Karn Sangini,6.1,Drama,"Urvi, a beautiful princess born into a blue-blooded royal family falls head over heels for a low-born but radiant and talented young archer, Karn.",2018– ,"Tejasswi Prakash ,Aashim Gulati ,Kinshuk Vaidya ,Paras Chhabra"
LOC - Life Out of Control,9.2,Comedy,"Set in London, LOC pivots around an Indian cook, Gurpreet Singh Malik, and a Pakistani headwaiter Chand Mohammad Malik working in a restaurant owned by a British.",2005,"Eva Grover ,Kavita Kapoor ,Kamini Kaushal ,Sanjay Mishra"
Yeh Hain Raaz,0.0,Thriller,Add a Plot,1998–1999,"Ruby Bhatia ,Deepti Bhatnagar ,Alyy Khan ,Raj Kiran"
Shraddha,9.1,Drama,Add a Plot,2009–2010,
Maa Shakti,,History,The Famous Old serial is based on devi bhagwat. And it showcases the importance of shakti or feminine energy in the universe. And how different forms of the same sakti is assigned the ...                See full summary »,,"Indrani Haldar ,Sandeep Mohan ,Rishabh Shukla ,Sharat Saxena"
Lucky,8.8,"Adventure, Drama, Fantasy",Add a Plot,2006–2008,
Krishna Arjun,7.4,Thriller,"A pair of young detectives based in Mumbai take on cases that range from murder mysteries, kidnapping, thefts, missing cases to frauds.",2002– ,"Mouli Ganguly ,Shraddha Nigam ,Shraddha Nigam ,Supriya Karnik"
Koie Jane Na,0.0,Thriller,It is the tale of the renowned Rajvansh family and the evil ways in which Rudra tries to quench his vengeance by unleashing supernatural powers at the family that disowned him for trying to...                See full summary »,2004,"Sanjeet Bedi ,Ashita Dhawan ,Shilpa Kadam ,Vivek Mushran"
Kabhie Kabhie,4.3,Drama,When friends turn enemies - this forms the essence of Kabhie Kabhie. It is the fascinating and compelling story of the intense friendship of two girls. Radha and Mandira and fierce struggle...                See full summary »,1997– ,"Lillete Dubey ,Iravati Harshe ,Alyy Khan ,Madhavan"
Kabhii Sautan Kabhii Sahelii,6.2,Drama,"The show is an emotional saga centered on two best friends, Sonia and Tanu. From childhood onward, they share everything with each other, be it their memories or the emotional highs and ...                See full summary »",2001–2002,"Hiten Tejwani ,Urvashi Dholakia ,Pankit Thakker ,Daman Maan"
Grihasti,7.5,Drama,A family of seven women learn to survive in a man's world after the patriarch and sole bread winner of the family dies.,2008–2009,"Kiran Kumar ,Aarti Singh ,Hunar Hali ,Vaidehi Amrute"
Ajeeb Dastaan Hai Yeh,4.9,Horror,Add a Plot,1997– ,
Sabki Laadli Bebo,6.9,Drama,"An Affluent, respectable, traditional Punjabi family of three brothers and their parents always yearned for a girl. Their happiness knew no bounds when, after years, God answered their prayers and a daughter was born.",2009–2011,"Kanwaljeet Singh ,Shivshakti Sachdev ,Anuj Sachdev ,Payal Shukla"
Chehra,0.0,Thriller,A 24-year- old Handicapped Women Bandini is stunned when this most sought-after bachelor proposes marriage to her. Some think it's pure luck while others think it's her good karma. But there is more to it than meets the eye.,2009,"Rohit Arora ,Mohit Raina ,Sunil Shende ,Narendra Jha"
Everest,7.7,"Adventure, Drama",A 21 year old girl tries to scale Mount Everest in order to win her father's affection.,2014–2015,"Shamata Anchan ,Sahil Salathia ,Rohan Gandotra ,Mohan Kapur"
Dil Toh Happy Hai Ji,7.6,Drama,"Based in Amritsar, a heart-warming tale of a free-spirited girl, Happy. With dreams in her eyes and positivity that's contagious, will she succeed in her mission to spread happiness?",2019,"Aruna Irani ,Shubham Chandna ,Jasmin Bhasin ,Rohit Purohit"
Kanpur Waale Khuranas,5.0,"Comedy, Talk-Show","Hosted by Aparshakti Khurana and Sunil Grover, who plays the quintessential 'Jija-Saala' on the show, join their crazy family as they take you through the big-ticket events of 2018 with funny gags, games and your favorite stars.",2018–2019,"Sunil Grover ,Aparshakti Khurana ,Farah Khan ,Ali Asgar"
Comedy Ka Maha Muqabala,0.0,"Comedy, Reality-TV",Add a Plot,2011,"Rashmi Desai ,Aashka Goradia ,Sunil Grover ,Rehmaan Khan"
Jodee Kamaal Ki,0.0,Reality-TV,A game show where celebrity couples have to prove how well they know each other.,2006–2007,"Rakshanda Khan ,Mahesh Bhatt ,Niki Walia ,Soni Razdan"
Ruk Jana Nahin,8.2,Drama,The story of a simple girl who overcomes her vulnerability to survive in an exploitative world. She faces day-to-day challenges in the male dominated society and uses her wit to overcome them.,2011–2012,"Pooja Sharma ,Aniruddh Dave ,Gyan Prakash ,Paridhi Sharma"
Lakhon Mein Ek,6.7,Biography,"A series that aired on Star Plus TV network, based on the inspiring stories of real people who listened to their hearts and not what others dictated, to ultimately change social attitudes.",2012–2013,"Pooja Gaur ,Manav Gohil ,Seema Bhargava ,Ratan Rajput"
Kya Aap Paanchvi Pass Se Tez Hain?,5.1,,"Hosted by Shah Rukh Khan, Kya Aap Paanchvi Pass Se Tez Hain? is an educational game show based on the American show Are You Smarter Than a 5th Grader? (2007).",2008– ,"Shah Rukh Khan ,Kareena Kapoor ,Saif Ali Khan ,Rani Mukerji"
Mahayatra - Rishton Ka Anokha Safar,0.0,Reality-TV,Add a Plot,2010– ,"Ranjeet Singh Chauhan ,Ridhi Chitrodha ,Aastha Dixit ,Rishi Kartik"
Aaj Ki Raat Hai Zindagi,6.6,Reality-TV,"The Show celebrates uncommon people's kindness towards society and showcase the journeys of people, who went against all odds to help the society improve and worked as an inspiration for others to change their outlook.",2015–2016,"Amitabh Bachchan ,Dharmendra ,Sunny Deol ,Alia Bhatt"
Survivor India: Jee Paaoge?,0.0,Reality-TV,Add a Plot,2012– ,"Sameer Kochhar ,Seth Mohan ,Sanober Pardiwalla ,Sangram Singh"
Nayi Soch Ki Talaash Aamir Ke Saath,9.2,Talk-Show,Bollywood movie actor Aamir Khan answers questions with the cast of the Star TV parivaar serial characters as well as plugging his new movie Talaash.,2012 TV Special,"Shagufta Ali ,Bhavesh Balchandani ,Devoleena Bhattacharjee ,Gautam Gulati"
P.O.W. Bandi Yuddh Ke,8.7,"Drama, Thriller","After spending 17 years in captivity, two soldiers, who share a dark secret, return to their families. The two families try to pick up from where they left off, while a government agent tries to expose their secret.",2016–2017,"Satyadeep Misra ,Purab Kohli ,Manish Chaudhari ,Sandhya Mridul"
Private Investigator,7.1,Crime,Add a Plot,2014–2015,"Mrinal Dutt ,Sandhya Mridul ,Vrajesh Hirjee ,Aamir Bashir"
Pyaar Mein Twist,0.0,Comedy,A unique love story between a geek Amol and a hot girl called Rekha.,2011,"Rakesh Bedi ,Roshni Chopra ,Vishal Kotian ,Manish Paul"
Divya Drishti,5.5,Fantasy,"Separated at childhood, Divya and Drishti attain super powers - to not only see the future, but also manipulate it. However, their own future lies in the hands of an evil Pishachini.",2019–2020,"Sana Sayyad ,Nyra Banerjee ,Sangeeta Ghosh ,Adhvik Mahajan"
Yeh Rishtey Hain Pyaar Ke,7.0,Drama,"Mishti, a young woman, is expected to settle for an arranged married by her family. However, she feels that she must get a chance to know her life partner well before tying the knot with him.",2019–2020,"Gaurav Pareek ,Gaurav Pandiya ,Komal Pareek ,Rhea Sharma"
Santaan,0.0,Drama,The struggle of parents to bring up their children and then the pain of seeing those children move away.,2007– ,"Gaurav Khanna ,Sudeep Sahir ,Diwakar Pundir ,Samragyi Nema"
Sacch Ka Saamna,7.5,Reality-TV,The Indian version of American game show - The moment of Truth.,2009–2012,
Ek Bhram - Sarvagun Sampanna,7.3,Drama,"Appearances can be deceptive and so is Jhanvi, the perfect bahu of the Mittal household. Fuelled by revenge, she's planning a sinister future for her 'beloved' in-laws. No one knows why?",2019,"Shrenu Parikh ,Zain Imam ,Anuj Sachdev ,Atharv Johnny"
Cincinnati Bublaboo,0.0,Comedy,Add a Plot,1998–1999,
Kahaan Hum Kahaan Tum,7.6,"Comedy, Drama, Romance","A chance encounter brings together Dr. Rohit, a heart surgeon and Sonakshi, a TV actress. Starting off on a wrong foot, they are amazed at the differences in their worlds, and what begins then is a bond that alters their lives forever.",2019–2020,"Dipika Kakar ,Karan V. Grover ,Mohini Kewalramani ,Ashish Nayyar"
Sanjivani,5.8,Drama,"Under Dr Shashank's tutelage, Dr Sid loves to bend the rules while Dr Ishani prefers to play by them. In the new-age medical system, will they manage to be the 'dream docs' for every patient?",2019–2020,"Surbhi Chandna ,Namit Khanna ,Mohnish Bahl ,Gurdeep Kohli"
Mere Angne Mein,8.6,Drama,"Shanti Devi is authoritative, bossy and runs the Srivastav house with an iron fist. Her family members include her dutiful son Raghav, her daughter Sarla and her grandson.",2015–2017,"Kruttika Desai ,Ekta Kaul ,Karam Rajpal ,Richa Mukherjee"
Namah,7.4,Drama,"He is the supreme lord and the ultimate soul of the universe. The creator, the preserver and the annihilator. Watch the eternal legends of Lord Narayan and his avatars..",2019,"Savi Thakur ,Yukti Kapoor ,Vikas Manaktala ,Chhavi Pandey"
The Voice (India),7.5,Reality-TV,Add a Plot,2015–2019,"Shaan ,Himesh Reshammiya ,Salim Merchant ,Sunidhi Chauhan"
Yehh Jadu Hai Jinn Ka,6.2,"Drama, Fantasy, Romance",He lives under the dark shadow of a Jinn while she is blessed with angelic qualities. What turn will Aman and Roshni's lives take when the two entangle in a 'magical' love story?,2019–2020,"Aditi Sharma ,Vikram Singh Chauhan ,Richa Bhattacharya ,Jaswinder Gardner"
Yeh Hai Chahatein,3.8,Drama,"Dr. Preesha, a single mother who raises her elder sister's child, Saransh after her elder sister's death. Then she meets Rudraksh who is a rockstar.",2019– ,"Abrar Qazi ,Sargun Kaur Luthra ,Aishwarya Sakhuja ,Puvika Gupta"
Lip Sing Battle,0.0,Reality-TV,Renowned celebrities compete against each other as they lip-sync famous songs with the help of props and costumes.,2017,
Dance Champions,8.6,Reality-TV,This dance show places the contestants into few teams which are mentored by a professional dancer. Dance Champions features champion dancers who won or were runners-up in different shows. ...                See full summary »,2017,"Remo D'Souza ,Raghav Juyal ,Terence Lewis ,Ridhima Pandit"
Dadi Amma.. Dadi Amma Maan Jaao!,7.6,Drama,"Shraddha and Anjali are millennial sisters with dreams to fulfill and their 75-year-old kids, the grandparents to care for. Can they strike a balance?",2020– ,"Shilpa Tulaskar ,Seema Biswas ,Mohan Joshi ,Sheen Das"
Anupamaa,4.6,Drama,"Anupamaa sacrificed a lot to become a loyal wife, a devoted daughter-in-law, and a loving mother, only to be disrespected in return. After the bitter realization, she sets out to live on .",2020– ,"Rupali Ganguly ,Sudhanshu Pandey ,Gaurav Khanna ,Deepak Gheewala"
Zindgi Ka Har Rang ... Gulaal,9.1,Drama,A young woman has a unique ability to unearth water in arid lands. a young woman named Gulaal who is a water diviner. She is an effervescent young woman who has a unique ability to unearth water in arid lands.,2010–2011,"Manas Shah ,Pankaj Tripathi ,Sushant Singh ,Manoj Joshi"
Dil Jaise Dhadke... Dhadakne Do,6.2,Drama,"Iti and Yug's innocent friendship has survived emotional trauma and class divide. But will they break free from the shackles of Devguru, who believes little Iti to be a goddess?.",2020,"Nandini Maurya ,Ravi Pannu ,Bheem Tripathi ,Shruti Seth"
Maharaj Ki Jai Ho,7.4,Comedy,A 21st century man travels back through time in the Mahabharata era.,2020,"Kamila Ratikant ,Gauransh Sharma ,Surabhi Tiwari ,Satyajeet Dubey"
Lockdown Ki Love Story,,Romance,"Mumbai's Sonam is about to get hitched to Dhruv from Prayagraj. When Sonam's family gets stuck at Dhruv's place due to the lockdown, all hell breaks loose.",,
Shaadi Mubarak,6.5,Drama,Preeti when disrespected by both son & his wife tries to earn respect by doing a job as a wedding planner.,2020– ,"Manav Gohil ,Rajshree Thakur ,Shefali Singh Soni ,Akansha Sareen"
Ghum Hai Kisikey Pyaar Meiin,4.6,"Drama, Romance","Sai Joshi, a fearless girl who aspires to become a doctor, marries an IPS officer, Virat Chavan, pretending to be a deal. The story revolves around the life of Sai in orthodox joint family of Virat and how Sai and Virat fall in love.",2020– ,"Ayesha Singh ,Neil Bhatt ,Anjana Nathan ,Varun Hadkar"
Saath Nibhaana Saathiya 2,2.6,Drama,"Gopi finds her younger self in Gehna while visiting the selfish and greedy Desais. But when their youngest son returns home, things take an unexpected turn..",2020– ,"Sneha Jain ,Akanksha Juneja ,Harsh Nagar ,Krutika Desai"
Taare Zameen Par,6.5,"Game-Show, Music",Aspiring young singers from all over India showcase their talents under the mentorship of prominent artists to impress the judges.,2020– ,"Jonita Gandhi ,Tony Kakkar ,Sugandha Mishra ,Aakriti Sharma"
